Source,Target
1221200,383848
1221200,387075
1221200,390490
1221200,392106
1221200,398726
1221200,398747
1221200,403487
1221200,408127
1221200,410211
1221200,410276
1221200,418626
1221200,424182
1221200,426355
1221200,427508
1221200,427536
1221200,427851
1221200,428468
1221200,432705
1221200,432706
1221200,432710
1221200,432711
1221200,432714
1221200,432720
1221200,432721
1221200,435222
1221200,435250
1221200,437066
1221200,437288
1221200,437320
1221200,438235
1221200,438238
1221200,438239
1221200,438876
1221200,438888
1221200,438952
1221200,439069
1221200,439131
1221200,439254
1221200,440427
1221200,442520
1221200,442581
1221200,446438
1221200,454213
1221200,454214
1221200,454216
1221200,460395
1221200,463205
1221200,465193
1221200,465198
1221200,465207
1221200,465214
1221200,465353
1221200,465356
1221200,465519
1221200,465527
1221200,465528
1221200,465687
1221200,479149
1221200,479286
1221200,491592
1221200,500082
1221200,509396
1221200,522956
1221200,528361
1221200,534636
1221200,538868
1221200,542268
1221200,546552
1221200,546559
1221200,546578
1221200,546705
1221200,546739
1221200,546863
1221200,547053
1221200,547054
1221200,547205
1221200,547214
1221200,547224
1221200,547386
1221200,547553
1221200,547556
1221200,547709
1221200,547711
1221200,547890
1221200,547893
1221200,548041
1221200,548047
1221200,548053
1221200,548057
1221200,548214
1221200,548687
1221200,548834
1221200,548835
1221200,548837
1221200,548842
1221200,548856
1221200,548859
1221200,548874
1221200,549016
1221200,549033
1221200,561083
1221200,564999
1221200,565501
1221200,568681
1221200,571681
1221200,576803
1221200,576889
1221200,577865
1221200,577908
1221200,578083
1221200,579050
1221200,584055
1221200,584400
1221200,585535
1221200,585570
1221200,586585
1221200,586612
1221200,586644
1221200,586652
1221200,593201
1221200,593202
1221200,593203
1221200,593206
1221200,593207
1221200,593209
1221200,593211
1221200,593216
1221200,593217
1221200,593224
1221200,593239
1221200,593253
1221200,593256
1221200,593259
1221200,593263
1221200,593282
1221200,593284
1221200,593288
1221200,593314
1221200,593317
1221200,593325
1221200,593332
1221200,593337
1221200,593367
1221200,593368
1221200,593374
1221200,593376
1221200,593389
1221200,593390
1221200,593402
1221200,593404
1221200,593405
1221200,593408
1221200,593411
1221200,593420
1221200,594125
1221200,594127
1221200,596267
1221200,598523
1221200,609328
1221200,610228
1221200,620323
1221200,623449
1221200,623831
1221200,628130
1221200,628626
1221200,629331
1221200,631411
1221200,631443
1221200,631464
1221200,631465
1221200,653750
1221200,653769
1221200,655781
1221200,656591
1221200,656595
1221200,656596
1221200,656597
1221200,656599
1221200,656603
1221200,656605
1221200,656607
1221200,668974
1221200,687556
1221200,697372
1221200,707334
1221200,709613
1221200,713038
1221200,714599
1221200,716845
1221200,717554
1221200,717555
1221200,717556
1221200,717557
1221200,717747
1221200,717750
1221200,717753
1221200,717755
1221200,717762
1221200,717764
1221200,730111
1221200,732373
1221200,732377
1221200,736089
1221200,737541
1221200,737552
1221200,737553
1221200,737558
1221200,738184
1221200,739873
1221200,757913
1221200,761106
1221200,761108
1221200,761192
1221200,761210
1221200,765532
1221200,767181
1221200,767226
1221200,768190
1221200,771695
1221200,776883
1221200,776885
1221200,776932
1221200,776979
1221200,776992
1221200,777668
1221200,778689
1221200,778693
1221200,779398
1221200,779402
1221200,779417
1221200,780315
1221200,790040
1221200,792771
1221200,794311
1221200,794316
1221200,794317
1221200,794318
1221200,794322
1221200,796396
1221200,800123
1221200,800879
1221200,802393
1221200,803688
1221200,803689
1221200,803698
1221200,804238
1221200,804239
1221200,804245
1221200,804249
1221200,804252
1221200,804253
1221200,804256
1221200,804257
1221200,804258
1221200,805117
1221200,809653
1221200,812875
1221200,813070
1221200,820313
1221200,821930
1221200,824860
1221200,825615
1221200,825903
1221200,827350
1221200,831198
1221200,831201
1221200,831202
1221200,831204
1221200,843115
1221200,845238
1221200,849433
1221200,849442
1221200,849444
1221200,851659
1221200,853338
1221200,853339
1221200,853340
1221200,853341
1221200,856425
1221200,858980
1221200,859960
1221200,864218
1221200,864647
1221200,865249
1221200,867640
1221200,868575
1221200,870835
1221200,871411
1221200,871415
1221200,875367
1221200,878779
1221200,878780
1221200,896129
1221200,898226
1221200,898232
1221200,898233
1221200,898235
1221200,898241
1221200,917306
1221200,925222
1221200,929586
1221200,931324
1221200,937364
1221200,937365
1221200,944365
1221200,949738
1221200,964644
1221200,974551
1221200,977738
1221200,1005136
1221200,1005138
1221200,1005152
1221200,1005991
1221200,1010500
1221200,1010774
1221200,1010913
1221200,1011386
1221200,1012044
1221200,1012818
1221200,1013360
1221200,1017904
1221200,1087744
1221200,1111952
1221200,1132675
1221200,1136940
1221200,1148810
1221200,1248902
1221200,1306375
1221200,1306944
1221200,1308279
1221200,1394949
1221200,1394966
1221200,1440277
1221200,1478761
1221200,1504910
1221200,1504935
1221200,1584478
1221200,1584501
1221200,1584529
932477,2236
932477,2991
932477,3873
932477,14999
932477,22360
932477,25444
932477,46262
932477,70370
932477,89462
932477,94770
932477,102905
932477,109492
932477,109510
932477,109518
932477,109613
932477,112204
932477,115608
932477,116185
932477,124073
932477,128036
932477,133764
932477,147700
932477,147999
932477,158043
932477,175674
932477,177180
932477,177277
932477,185175
932477,185239
932477,185296
932477,187253
932477,189627
932477,191721
932477,196195
932477,196233
932477,202536
932477,203056
932477,203061
932477,203102
932477,205047
932477,215199
932477,216641
932477,216672
932477,220194
932477,220203
932477,220488
932477,221243
932477,223887
932477,224657
932477,227290
932477,227304
932477,229645
932477,234819
932477,236870
932477,236925
932477,238789
932477,238816
932477,239377
932477,239495
932477,239606
932477,239763
932477,240134
932477,241001
932477,244099
932477,244106
932477,249481
932477,249482
932477,249508
932477,249624
932477,249649
932477,250521
932477,250522
932477,260374
932477,260632
932477,261150
932477,263882
932477,263883
932477,267627
932477,267630
932477,269033
932477,270053
932477,271085
932477,271377
932477,271382
932477,276589
932477,278488
932477,278530
932477,278533
932477,278588
932477,278635
932477,278637
932477,278643
932477,278707
932477,290669
932477,296291
932477,297509
932477,297770
932477,298831
932477,298945
932477,301925
932477,302054
932477,302065
932477,302100
932477,302303
932477,304343
932477,304381
932477,304939
932477,307550
932477,307613
932477,307627
932477,307650
932477,307694
932477,307772
932477,307777
932477,308278
932477,308343
932477,308349
932477,308405
932477,312501
932477,315363
932477,319488
932477,326772
932477,327274
932477,327528
932477,327677
932477,327917
932477,329200
932477,329210
932477,329242
932477,330371
932477,330397
932477,330415
932477,336130
932477,336210
932477,336216
932477,336432
932477,336872
932477,336903
932477,336909
932477,336913
932477,336914
932477,336915
932477,337155
932477,338892
932477,340204
932477,340228
932477,340229
932477,340230
932477,341176
932477,341177
932477,342263
932477,343015
932477,344657
932477,349783
932477,349845
932477,350628
932477,352602
932477,352990
932477,365338
932477,365440
932477,381758
932477,381870
932477,384648
932477,386013
932477,388462
932477,391428
932477,393758
932477,398299
932477,402328
932477,410916
932477,411022
932477,417475
932477,423173
932477,425261
932477,427476
932477,427516
932477,427517
932477,427533
932477,427534
932477,427594
932477,427597
932477,427613
932477,427638
932477,427864
932477,428821
932477,438396
932477,438520
932477,438949
932477,439446
932477,440465
932477,440466
932477,440467
932477,451011
932477,462844
932477,463174
932477,464135
932477,469752
932477,481384
932477,491584
932477,494020
932477,500082
932477,502855
932477,507411
932477,528601
932477,537644
932477,541602
932477,541792
932477,541950
932477,542265
932477,543687
932477,543688
932477,555219
932477,559998
932477,570910
932477,570948
932477,576794
932477,576798
932477,576799
932477,576815
932477,576818
932477,576820
932477,576868
932477,577068
932477,577790
932477,577828
932477,577870
932477,577923
932477,582219
932477,584270
932477,584388
932477,589141
932477,591301
932477,591318
932477,594531
932477,594618
932477,609800
932477,609836
932477,610108
932477,611196
932477,611232
932477,614844
932477,614856
932477,620537
932477,620540
932477,620614
932477,620785
932477,620789
932477,620828
932477,620836
932477,620933
932477,621837
932477,623237
932477,631269
932477,631454
932477,631623
932477,631735
932477,634794
932477,634909
932477,639612
932477,639979
932477,640019
932477,641352
932477,641370
932477,653459
932477,655609
932477,655629
932477,655641
932477,655803
932477,655813
932477,655819
932477,656471
932477,657019
932477,657021
932477,657524
932477,662376
932477,664785
932477,665744
932477,666431
932477,683672
932477,722259
932477,722681
932477,722683
932477,722716
932477,722718
932477,724090
932477,724141
932477,729768
932477,731379
932477,734248
932477,734285
932477,734299
932477,734301
932477,734361
932477,734396
932477,736466
932477,736476
932477,738073
932477,738108
932477,738138
932477,738181
932477,738188
932477,738189
932477,738199
932477,738214
932477,738232
932477,738266
932477,738268
932477,738280
932477,738308
932477,738313
932477,738314
932477,738316
932477,738317
932477,738360
932477,738363
932477,745332
932477,748090
932477,748092
932477,750796
932477,751632
932477,754326
932477,754348
932477,760168
932477,761011
932477,761023
932477,761052
932477,761130
932477,761131
932477,761152
932477,761156
932477,761176
932477,761183
932477,767121
932477,767122
932477,767154
932477,767205
932477,767207
932477,767208
932477,767209
932477,769264
932477,769289
932477,769787
932477,770618
932477,770722
932477,770734
932477,771833
932477,771834
932477,771835
932477,774042
932477,776884
932477,776895
932477,776950
932477,776971
932477,777029
932477,777064
932477,777071
932477,777086
932477,777088
932477,784135
932477,785242
932477,785266
932477,785312
932477,789433
932477,792209
932477,792517
932477,792542
932477,792560
932477,792570
932477,796392
932477,796416
932477,796418
932477,796448
932477,796484
932477,796607
932477,796615
932477,796629
932477,796640
932477,796658
932477,800990
932477,800991
932477,802151
932477,802391
932477,802392
932477,803268
932477,803285
932477,809679
932477,809680
932477,809681
932477,813475
932477,819645
932477,819653
932477,825704
932477,825722
932477,826887
932477,827084
932477,827085
932477,832117
932477,836600
932477,839288
932477,849358
932477,849364
932477,849376
932477,849388
932477,849628
932477,849717
932477,851240
932477,853411
932477,853412
932477,854303
932477,854305
932477,854331
932477,854406
932477,855623
932477,856427
932477,856448
932477,856469
932477,856547
932477,856581
932477,856619
932477,856658
932477,856682
932477,856688
932477,856696
932477,862655
932477,864196
932477,864217
932477,864277
932477,864278
932477,865800
932477,865890
932477,865891
932477,865914
932477,865970
932477,865982
932477,866011
932477,866041
932477,867049
932477,870024
932477,873454
932477,878786
932477,878878
932477,880185
932477,902540
932477,902570
932477,902580
932477,903051
932477,916771
932477,918972
932477,932477
932477,946300
932477,949771
932477,974801
932477,974816
932477,974834
932477,976053
932477,976056
932477,978198
932477,978720
932477,995948
932477,1020717
932477,1034048
932477,1047239
932477,1081140
932477,1112983
932477,1221316
932477,1345212
932477,1559179
932477,1559195
932477,1559255
932477,1559266
932477,1559351
932477,1559352
932477,1559365
932477,1563631
932477,1584384
932477,1584538
1504996,212
1504996,1156
1504996,1436
1504996,3651
1504996,4840
1504996,5672
1504996,6585
1504996,6838
1504996,7519
1504996,10119
1504996,22353
1504996,24428
1504996,25235
1504996,28144
1504996,31686
1504996,36698
1504996,39703
1504996,41684
1504996,55116
1504996,55926
1504996,64110
1504996,64111
1504996,64541
1504996,65215
1504996,67164
1504996,68114
1504996,68247
1504996,69024
1504996,69503
1504996,71627
1504996,80649
1504996,81272
1504996,81293
1504996,83123
1504996,86258
1504996,86795
1504996,88014
1504996,89770
1504996,90671
1504996,91091
1504996,97763
1504996,100390
1504996,101937
1504996,101938
1504996,105972
1504996,106121
1504996,107467
1504996,108437
1504996,115534
1504996,116573
1504996,119415
1504996,122671
1504996,135966
1504996,140385
1504996,144248
1504996,144305
1504996,148021
1504996,148278
1504996,149601
1504996,152758
1504996,156186
1504996,159049
1504996,162828
1504996,163006
1504996,168251
1504996,171273
1504996,176548
1504996,179784
1504996,181260
1504996,184722
1504996,184857
1504996,187657
1504996,189761
1504996,190611
1504996,196642
1504996,197751
1504996,202286
1504996,207879
1504996,208800
1504996,211897
1504996,213073
1504996,214247
1504996,215404
1504996,216513
1504996,218339
1504996,219474
1504996,221329
1504996,230161
1504996,232314
1504996,232771
1504996,234856
1504996,235012
1504996,235079
1504996,235242
1504996,235326
1504996,235941
1504996,236007
1504996,236565
1504996,236569
1504996,236574
1504996,237457
1504996,243879
1504996,244523
1504996,245799
1504996,249348
1504996,251628
1504996,252303
1504996,252608
1504996,254593
1504996,256486
1504996,261358
1504996,261368
1504996,261566
1504996,271120
1504996,271801
1504996,274335
1504996,274390
1504996,274391
1504996,274612
1504996,276705
1504996,278660
1504996,280421
1504996,280531
1504996,281655
1504996,281730
1504996,282026
1504996,282143
1504996,282235
1504996,282504
1504996,282591
1504996,282771
1504996,282786
1504996,282945
1504996,287405
1504996,288578
1504996,288922
1504996,288952
1504996,288975
1504996,290137
1504996,290157
1504996,293720
1504996,293727
1504996,294169
1504996,296315
1504996,296571
1504996,296886
1504996,298128
1504996,299205
1504996,302325
1504996,302414
1504996,302788
1504996,303076
1504996,303084
1504996,303086
1504996,303952
1504996,311799
1504996,312939
1504996,316764
1504996,317163
1504996,317313
1504996,317381
1504996,317829
1504996,317933
1504996,318051
1504996,319461
1504996,319469
1504996,320244
1504996,321455
1504996,323377
1504996,323695
1504996,325292
1504996,325372
1504996,327993
1504996,333681
1504996,334471
1504996,337845
1504996,338713
1504996,340175
1504996,340176
1504996,341100
1504996,341143
1504996,341148
1504996,341152
1504996,341673
1504996,344526
1504996,347213
1504996,351468
1504996,354016
1504996,355270
1504996,357987
1504996,368618
1504996,368816
1504996,378388
1504996,379364
1504996,379365
1504996,379409
1504996,380178
1504996,383790
1504996,390076
1504996,391109
1504996,394304
1504996,395551
1504996,397441
1504996,397722
1504996,397723
1504996,399255
1504996,401980
1504996,408638
1504996,409096
1504996,411114
1504996,411375
1504996,411975
1504996,415004
1504996,420643
1504996,426521
1504996,434043
1504996,436688
1504996,437026
1504996,437641
1504996,438310
1504996,441041
1504996,448930
1504996,452214
1504996,453548
1504996,463453
1504996,464886
1504996,468464
1504996,471209
1504996,473237
1504996,475999
1504996,476364
1504996,481304
1504996,492744
1504996,492768
1504996,494782
1504996,495718
1504996,498243
1504996,501636
1504996,503238
1504996,505869
1504996,508525
1504996,509283
1504996,510356
1504996,510360
1504996,510367
1504996,510492
1504996,510502
1504996,510510
1504996,511150
1504996,514420
1504996,517853
1504996,517855
1504996,528695
1504996,528703
1504996,528711
1504996,528870
1504996,528997
1504996,534510
1504996,537358
1504996,547310
1504996,548148
1504996,548299
1504996,548322
1504996,548489
1504996,548494
1504996,548627
1504996,548638
1504996,548659
1504996,559653
1504996,560416
1504996,560666
1504996,565385
1504996,569905
1504996,570430
1504996,573531
1504996,573783
1504996,573999
1504996,578904
1504996,578908
1504996,579228
1504996,579230
1504996,579231
1504996,580214
1504996,593909
1504996,593968
1504996,595437
1504996,600485
1504996,601159
1504996,610451
1504996,616078
1504996,616105
1504996,616132
1504996,619305
1504996,640692
1504996,640696
1504996,640700
1504996,640701
1504996,643836
1504996,656697
1504996,657736
1504996,672327
1504996,707023
1504996,711084
1504996,722518
1504996,722670
1504996,722675
1504996,723469
1504996,737775
1504996,737940
1504996,749486
1504996,749528
1504996,750021
1504996,755399
1504996,758255
1504996,758558
1504996,758673
1504996,765430
1504996,766392
1504996,785130
1504996,789659
1504996,789660
1504996,791020
1504996,793010
1504996,798127
1504996,798967
1504996,801487
1504996,807507
1504996,808425
1504996,810223
1504996,813718
1504996,813823
1504996,814717
1504996,818837
1504996,822382
1504996,834429
1504996,836525
1504996,840140
1504996,841649
1504996,847101
1504996,847113
1504996,853927
1504996,855770
1504996,866140
1504996,866685
1504996,868233
1504996,872979
1504996,892905
1504996,893873
1504996,894646
1504996,898278
1504996,903345
1504996,905072
1504996,910871
1504996,911431
1504996,911437
1504996,911515
1504996,918014
1504996,918307
1504996,928731
1504996,944941
1504996,953070
1504996,957195
1504996,959539
1504996,963240
1504996,985949
1504996,985951
1504996,991121
1504996,991257
1504996,992974
1504996,999542
1504996,1001213
1504996,1001640
1504996,1016230
1504996,1022151
1504996,1022197
1504996,1041783
1504996,1050226
1504996,1051088
1504996,1058620
1504996,1058637
1504996,1061913
1504996,1064994
1504996,1064998
1504996,1068288
1504996,1068710
1504996,1080997
1504996,1081023
1504996,1081096
1504996,1081116
1504996,1081215
1504996,1083926
1504996,1085667
1504996,1090251
1504996,1091917
1504996,1092390
1504996,1102128
1504996,1108001
1504996,1108027
1504996,1108060
1504996,1133537
1504996,1133680
1504996,1135423
1504996,1151107
1504996,1171486
1504996,1192696
1504996,1199244
1504996,1202538
1504996,1202561
1504996,1223207
1504996,1224047
1504996,1224050
1504996,1230568
1504996,1238450
1504996,1241817
1504996,1246750
1504996,1263173
1504996,1265149
1504996,1299227
1504996,1314064
1504996,1332589
1504996,1348395
1504996,1354633
1504996,1373431
1504996,1376720
1504996,1396409
1504996,1396410
1504996,1396411
1504996,1397072
1504996,1401989
1504996,1412873
1504996,1412877
1504996,1412884
1504996,1412885
1504996,1412886
1504996,1412887
936367,2740
936367,12175
936367,12745
936367,18033
936367,31702
936367,31703
936367,36672
936367,38362
936367,42006
936367,58388
936367,60427
936367,68091
936367,68722
936367,69306
936367,73520
936367,76999
936367,80365
936367,83488
936367,86268
936367,86286
936367,87475
936367,87484
936367,87490
936367,98413
936367,103584
936367,109058
936367,109073
936367,109074
936367,109083
936367,109084
936367,116336
936367,116597
936367,117665
936367,119521
936367,119567
936367,131735
936367,131747
936367,131789
936367,135190
936367,140400
936367,141232
936367,144711
936367,149103
936367,149110
936367,149115
936367,149136
936367,150425
936367,152582
936367,152691
936367,162860
936367,166244
936367,173286
936367,178586
936367,178609
936367,179842
936367,184410
936367,185347
936367,185349
936367,189072
936367,191472
936367,196984
936367,196994
936367,197024
936367,205629
936367,207111
936367,212650
936367,213525
936367,213589
936367,213591
936367,215156
936367,217062
936367,220602
936367,220651
936367,221077
936367,221082
936367,221125
936367,221134
936367,223693
936367,227596
936367,228056
936367,232841
936367,232858
936367,232889
936367,232955
936367,232991
936367,232997
936367,239788
936367,240091
936367,240303
936367,240350
936367,240356
936367,240357
936367,240366
936367,240415
936367,252790
936367,252824
936367,252913
936367,256904
936367,258267
936367,259558
936367,259569
936367,259577
936367,259620
936367,259649
936367,259651
936367,259657
936367,259678
936367,263708
936367,265333
936367,270510
936367,270523
936367,272907
936367,279848
936367,279861
936367,279885
936367,286652
936367,286660
936367,286708
936367,286709
936367,286710
936367,286731
936367,293504
936367,294797
936367,295137
936367,296986
936367,301073
936367,305109
936367,308567
936367,308692
936367,311409
936367,315800
936367,315810
936367,315812
936367,318364
936367,320076
936367,320441
936367,321313
936367,325181
936367,331294
936367,332822
936367,333540
936367,333565
936367,333567
936367,333568
936367,333569
936367,333621
936367,336078
936367,336226
936367,336408
936367,336414
936367,336416
936367,340417
936367,340529
936367,342102
936367,342531
936367,344574
936367,346417
936367,346418
936367,347077
936367,347084
936367,347086
936367,347088
936367,347106
936367,350011
936367,352346
936367,358412
936367,359133
936367,362698
936367,378717
936367,383411
936367,385849
936367,392022
936367,393276
936367,396720
936367,398455
936367,400125
936367,400136
936367,403035
936367,413213
936367,426915
936367,426920
936367,426935
936367,426938
936367,426940
936367,426941
936367,426946
936367,426956
936367,426961
936367,426962
936367,426963
936367,426964
936367,426973
936367,426979
936367,426984
936367,427078
936367,427080
936367,427081
936367,427082
936367,427101
936367,427102
936367,427124
936367,427130
936367,434417
936367,434436
936367,434447
936367,434461
936367,434462
936367,434471
936367,434484
936367,434502
936367,434533
936367,434538
936367,434546
936367,434564
936367,434586
936367,434602
936367,434603
936367,434608
936367,434626
936367,434632
936367,435769
936367,435787
936367,435828
936367,435966
936367,436003
936367,436086
936367,436087
936367,436194
936367,436229
936367,436483
936367,436517
936367,436673
936367,436689
936367,436695
936367,436731
936367,436776
936367,443723
936367,443798
936367,450021
936367,451865
936367,457597
936367,457977
936367,466969
936367,468853
936367,509327
936367,513281
936367,517201
936367,517483
936367,517511
936367,517618
936367,517623
936367,517625
936367,517629
936367,517747
936367,517760
936367,517936
936367,517948
936367,518055
936367,518063
936367,518070
936367,518082
936367,518099
936367,518108
936367,518224
936367,518242
936367,518372
936367,518377
936367,518521
936367,518535
936367,518536
936367,518662
936367,518682
936367,518685
936367,518826
936367,518977
936367,518978
936367,518979
936367,523190
936367,527043
936367,527213
936367,561272
936367,565659
936367,567344
936367,567556
936367,567894
936367,570338
936367,571626
936367,574328
936367,574329
936367,574343
936367,574366
936367,578376
936367,580944
936367,589477
936367,590816
936367,591991
936367,594804
936367,594876
936367,597351
936367,597449
936367,603527
936367,603570
936367,603594
936367,604572
936367,604578
936367,604584
936367,619422
936367,619513
936367,619516
936367,619526
936367,619534
936367,621297
936367,629130
936367,638725
936367,638726
936367,641517
936367,641521
936367,641865
936367,641872
936367,641873
936367,645380
936367,645436
936367,645562
936367,662137
936367,662864
936367,662876
936367,663245
936367,663815
936367,669517
936367,677813
936367,682448
936367,718494
936367,719262
936367,723582
936367,723586
936367,724419
936367,725501
936367,726021
936367,726060
936367,726076
936367,726111
936367,726123
936367,726139
936367,726141
936367,726149
936367,726249
936367,726272
936367,726273
936367,727056
936367,727066
936367,729437
936367,733178
936367,734962
936367,744118
936367,750204
936367,753318
936367,758405
936367,766171
936367,766871
936367,778149
936367,783441
936367,784502
936367,786258
936367,786267
936367,786297
936367,786310
936367,786313
936367,789443
936367,791203
936367,795917
936367,812956
936367,813958
936367,814257
936367,815956
936367,819596
936367,822929
936367,822952
936367,822953
936367,822969
936367,822983
936367,822985
936367,823009
936367,823010
936367,823011
936367,823012
936367,836002
936367,837641
936367,842115
936367,859907
936367,878197
936367,903287
936367,910825
936367,974989
936367,1003440
936367,1003509
936367,1003723
936367,1018390
936367,1112199
936367,1139159
936367,1167498
936367,1306925
936367,1307899
936367,1390584
936367,1390597
936367,1478924
936367,1496755
936367,1546438
936367,1579669
936367,1671207
936367,1671247
936367,1671272
936367,1682319
1442657,103
1442657,241
1442657,575
1442657,877
1442657,958
1442657,1012
1442657,1072
1442657,1412
1442657,1579
1442657,1727
1442657,1791
1442657,2225
1442657,2303
1442657,2599
1442657,2986
1442657,3446
1442657,3521
1442657,4025
1442657,4061
1442657,4370
1442657,4607
1442657,4682
1442657,5201
1442657,6048
1442657,7680
1442657,8292
1442657,8845
1442657,8855
1442657,10015
1442657,14280
1442657,15421
1442657,16185
1442657,16280
1442657,17550
1442657,18453
1442657,18455
1442657,18600
1442657,19975
1442657,20993
1442657,21848
1442657,22170
1442657,22171
1442657,23011
1442657,23911
1442657,23931
1442657,23935
1442657,24110
1442657,24518
1442657,26351
1442657,29530
1442657,29548
1442657,29576
1442657,29577
1442657,29578
1442657,29619
1442657,29620
1442657,31900
1442657,32692
1442657,32974
1442657,34676
1442657,35233
1442657,35557
1442657,35562
1442657,36370
1442657,39568
1442657,41804
1442657,41962
1442657,42011
1442657,42179
1442657,42214
1442657,42395
1442657,43069
1442657,44099
1442657,44542
1442657,45507
1442657,46898
1442657,46902
1442657,46905
1442657,49654
1442657,50379
1442657,50383
1442657,51207
1442657,52012
1442657,52273
1442657,55249
1442657,55348
1442657,57493
1442657,57598
1442657,57921
1442657,57965
1442657,58174
1442657,58180
1442657,59456
1442657,61426
1442657,63340
1442657,63343
1442657,63543
1442657,65515
1442657,67851
1442657,68010
1442657,68177
1442657,68238
1442657,72545
1442657,72662
1442657,72666
1442657,72682
1442657,72982
1442657,74126
1442657,75896
1442657,83192
1442657,83214
1442657,83215
1442657,85135
1442657,85206
1442657,86331
1442657,87336
1442657,88738
1442657,89171
1442657,89840
1442657,89977
1442657,90763
1442657,91068
1442657,91459
1442657,92148
1442657,97618
1442657,97619
1442657,97620
1442657,97863
1442657,98142
1442657,99145
1442657,101022
1442657,101027
1442657,102837
1442657,105240
1442657,107158
1442657,107502
1442657,109409
1442657,113050
1442657,114994
1442657,115398
1442657,115411
1442657,115568
1442657,122293
1442657,130439
1442657,134108
1442657,136356
1442657,137572
1442657,137701
1442657,138676
1442657,139262
1442657,139264
1442657,150905
1442657,159108
1442657,162827
1442657,167153
1442657,167155
1442657,168037
1442657,168421
1442657,171058
1442657,172011
1442657,174161
1442657,181567
1442657,181582
1442657,181622
1442657,183582
1442657,187264
1442657,189698
1442657,193423
1442657,193920
1442657,194877
1442657,195240
1442657,195253
1442657,198055
1442657,198464
1442657,207210
1442657,208220
1442657,229539
1442657,233610
1442657,234274
1442657,235740
1442657,236025
1442657,252479
1442657,283621
1442657,287324
1442657,287631
1442657,287647
1442657,288155
1442657,288165
1442657,288311
1442657,288366
1442657,288409
1442657,288523
1442657,288540
1442657,288555
1442657,288705
1442657,288761
1442657,289052
1442657,289056
1442657,289245
1442657,289377
1442657,291138
1442657,317822
1442657,317829
1442657,317871
1442657,317964
1442657,318000
1442657,318025
1442657,318040
1442657,318226
1442657,318264
1442657,318270
1442657,318291
1442657,318985
1442657,319351
1442657,319452
1442657,319818
1442657,319820
1442657,320200
1442657,320204
1442657,320388
1442657,320603
1442657,321426
1442657,321582
1442657,321639
1442657,321710
1442657,321845
1442657,321969
1442657,322541
1442657,322880
1442657,322993
1442657,323105
1442657,323273
1442657,323292
1442657,323377
1442657,323814
1442657,325038
1442657,325133
1442657,325466
1442657,325491
1442657,326390
1442657,326586
1442657,326760
1442657,326794
1442657,348917
1442657,348986
1442657,349007
1442657,359238
1442657,363914
1442657,365671
1442657,367409
1442657,369777
1442657,370048
1442657,370565
1442657,371121
1442657,374130
1442657,374530
1442657,374912
1442657,374982
1442657,375022
1442657,375119
1442657,375341
1442657,375455
1442657,375458
1442657,375503
1442657,384051
1442657,394995
1442657,403768
1442657,404010
1442657,404085
1442657,405391
1442657,405608
1442657,406226
1442657,406437
1442657,406758
1442657,406898
1442657,408060
1442657,408247
1442657,408302
1442657,408387
1442657,408493
1442657,408528
1442657,408544
1442657,431490
1442657,437706
1442657,440653
1442657,440906
1442657,441164
1442657,452141
1442657,452295
1442657,460166
1442657,461153
1442657,464588
1442657,464589
1442657,464739
1442657,464766
1442657,465100
1442657,474433
1442657,476862
1442657,489078
1442657,494294
1442657,500658
1442657,500924
1442657,502694
1442657,513918
1442657,513926
1442657,518782
1442657,518787
1442657,518935
1442657,519103
1442657,535233
1442657,555113
1442657,555123
1442657,568921
1442657,596442
1442657,596711
1442657,597823
1442657,597871
1442657,598241
1442657,598319
1442657,598722
1442657,599239
1442657,601964
1442657,602358
1442657,602369
1442657,602651
1442657,602706
1442657,602867
1442657,602868
1442657,603075
1442657,603932
1442657,604365
1442657,607468
1442657,636335
1442657,636369
1442657,636377
1442657,647987
1442657,649701
1442657,669273
1442657,669298
1442657,669525
1442657,672173
1442657,686061
1442657,688312
1442657,694361
1442657,695972
1442657,727560
1442657,728855
1442657,728859
1442657,729830
1442657,738702
1442657,793668
1442657,802359
1442657,802574
1442657,834987
1442657,835098
1442657,836047
1442657,837631
1442657,837649
1442657,840573
1442657,840577
1442657,840585
1442657,957195
1442657,957196
1442657,957198
1442657,1004459
1442657,1004502
1442657,1010241
1442657,1010890
1442657,1011157
1442657,1013352
1442657,1013355
1442657,1013982
1442657,1014213
1442657,1017904
1442657,1018486
1442657,1112736
1442657,1128472
1442657,1128713
1442657,1132801
1442657,1133670
1442657,1136940
1442657,1139202
1442657,1149910
1442657,1166985
1442657,1167192
1442657,1272410
1442657,1272468
1442657,1272559
1442657,1272561
1442657,1272572
1442657,1272672
1442657,1272839
1442657,1273025
1442657,1273412
1442657,1273941
1442657,1274058
1442657,1274091
1442657,1274303
1442657,1274634
1442657,1279698
1442657,1279714
1442657,1279751
1442657,1291444
1442657,1291500
1442657,1305066
1442657,1305148
1442657,1305737
1442657,1383854
720346,564
720346,1021
720346,1890
720346,2400
720346,3659
720346,4897
720346,5179
720346,9924
720346,9925
720346,9988
720346,10611
720346,13530
720346,16283
720346,18773
720346,24980
720346,27793
720346,29896
720346,31783
720346,34917
720346,35540
720346,35558
720346,36196
720346,36310
720346,43172
720346,43399
720346,46578
720346,48664
720346,49149
720346,50161
720346,51749
720346,52008
720346,53981
720346,54313
720346,54761
720346,55910
720346,56540
720346,58663
