Source,Target,Weight
518612,1080347,29
773788,209114,29
1308818,435612,29
621779,1284584,29
125202,1183850,29
755133,1329722,29
668685,1031493,29
420653,1458720,29
209171,1592887,29
475613,468652,29
1352723,654228,29
1367190,959232,29
381677,1123285,29
478302,1661564,29
1167440,1352301,29
1315307,1673470,29
1142301,1119741,29
1129150,64061,29
1183880,461658,29
1675464,926339,29
301896,305255,29
922163,315435,29
366362,147936,29
784797,389349,29
1619929,987079,29
781634,146390,29
349427,192537,29
1709059,454860,29
1195273,1523906,29
218181,481252,29
234102,474852,29
32459,1707014,29
566499,1620681,29
1268083,444553,29
621190,1435742,29
754713,895754,29
860176,448567,29
607501,307652,29
1536511,1489314,29
567853,992127,29
1446397,202644,29
1023343,80962,29
1371299,1260739,29
682230,351161,29
521072,1314852,29
1463802,1044908,29
1631744,1284858,29
1504673,1124628,29
234102,1517507,29
677895,1418964,29
583596,264040,29
906071,83227,29
752516,1110207,29
1686940,699229,29
1694177,1017568,29
1311107,161180,29
532595,1615953,29
1145944,795174,29
1153591,524497,29
32001,22349,29
375823,460344,29
1679031,1608276,29
751460,495092,29
80796,808516,29
526722,993487,29
535952,196089,29
821913,263056,29
913009,410890,29
1105764,621779,29
274265,1087724,29
209942,1686918,29
459666,426313,29
889134,431465,29
1408656,151046,29
801087,1295668,29
318044,654407,29
1367391,1700221,29
913466,1442372,29
1610529,1192607,29
1361443,1006989,29
1705962,1155463,29
609442,851052,29
1708423,1191755,29
352690,81305,29
877139,899260,29
1021725,862764,29
923924,390345,29
1349677,1598629,29
1031765,1473870,29
956571,773973,29
485450,1057366,29
196606,1592887,29
502779,379208,29
165365,1392075,29
443906,919673,29
1382461,727542,29
57950,450666,29
1614869,291441,29
1248128,1291002,29
1602755,946534,29
673485,132721,29
1397496,1426675,29
778860,1320957,29
537954,1631892,29
301133,1331644,29
566794,425855,29
512261,1475100,28
163853,1183501,28
1118291,779407,28
1026849,645554,28
500124,1025175,28
1226785,1121553,28
113515,160445,28
60206,785257,28
523133,1170248,28
596112,143684,28
1594342,869404,28
586652,315318,28
962772,1426256,28
443834,1653601,28
1380300,1681718,28
571789,522275,28
1024067,637016,28
132721,1066264,28
1326410,383601,28
277815,1109434,28
531679,531677,28
1534109,1313527,28
929028,299149,28
966580,45712,28
1141684,340469,28
320958,1428106,28
549729,168878,28
547871,392741,28
716339,821987,28
819165,1118847,28
903059,1336870,28
1476241,755136,28
1105623,65040,28
57119,1481566,28
1246861,524881,28
1557387,12410,28
1552510,1551676,28
840128,7561,28
301809,1030133,28
1519749,275219,28
345928,535490,28
1436616,403338,28
674418,718315,28
1405120,497064,28
587668,1069158,28
679579,739213,28
407118,828137,28
1478541,161459,28
1224622,1666562,28
340205,1556766,28
1371297,966543,28
1437136,783838,28
309169,767475,28
1375382,1316505,28
1509904,225782,28
118321,114697,28
389568,25681,28
668682,966586,28
562491,834031,28
582800,1255643,28
1605390,416471,28
1309657,1392075,28
273719,1692999,28
24948,1307622,28
1668282,23323,28
423267,1644432,28
1205534,1157974,28
1381021,1382432,28
1708169,1149561,28
946874,811136,28
444553,516857,28
933463,1309116,28
589822,778802,28
260346,1167814,28
1613414,909584,28
621208,505668,28
1171150,1490696,28
291740,1529999,28
473628,173556,28
1246477,1195481,28
1290955,1368764,28
1594050,825099,28
668465,91637,28
269588,801768,28
1075828,833407,28
920870,857296,28
1398759,30559,28
1584628,322768,28
95611,224189,28
1046167,1203355,28
62165,47744,28
1081470,1673474,28
1171022,86299,28
163103,196089,28
1467438,704867,28
98777,862108,28
1191701,339623,28
431116,1031620,28
1217700,28551,28
1334761,1103646,28
1285459,1313156,28
1332081,1413779,28
1379945,630313,28
1487620,1503903,28
955578,179373,28
159423,1524871,28
1706942,756639,28
907586,1487792,28
1088902,987467,28
324622,1335555,28
1188539,486786,28
617439,900019,28
465923,1281737,28
1526497,1265280,28
1653815,101656,28
572828,1331644,28
592035,1336680,28
318545,1351496,28
130179,288352,28
348425,1709735,28
1606415,1606450,28
771819,804514,28
207940,1630751,28
941325,1460371,28
800658,1619769,28
118319,1449331,28
881881,1135555,28
1286061,1139445,28
193523,1072944,28
869282,542580,28
1399004,1133389,28
593876,929236,28
919835,1552424,28
1433340,1653560,28
678162,634547,28
1690539,646049,28
1579034,806612,28
1355943,1370673,28
119993,1312574,28
248908,1592067,28
1324650,908290,28
1193169,347543,28
1047193,546390,28
1606928,363115,28
214973,81955,28
1697562,1606225,28
87698,431825,28
431779,989689,28
1546721,1512473,28
935497,1678609,28
933456,1097201,28
667741,70975,28
1116357,69714,28
1154876,1463802,28
1114294,291559,28
838461,602231,28
1668522,163607,28
352566,1380463,28
490858,910242,28
203787,234102,28
1383690,259770,28
1117344,1113402,28
176675,1529895,28
1482712,293053,28
791916,828607,28
1603447,45712,28
1686859,1520507,28
1194878,165365,28
1482712,173599,28
45545,513291,28
1680806,1680424,28
1629966,1118661,28
740014,528951,28
585511,859817,28
298571,65458,28
1097519,528951,28
549729,1044908,28
1072565,908297,28
1195587,1421080,28
143480,426313,28
1158460,1622770,28
222634,764503,28
1592067,1008079,28
12200,1436616,28
1370963,838706,28
344604,632978,28
82450,1270436,28
55227,1267902,28
302460,870387,28
830017,1523621,28
580576,305009,28
567248,1105294,28
908810,946519,28
1697188,578328,28
325849,510117,28
1210416,650569,28
1073044,1653712,28
934695,345342,27
380505,390001,27
51204,1693383,27
161018,1680806,27
980152,1347120,27
368349,1424813,27
1487583,496203,27
586652,578328,27
1630705,1228020,27
277630,1606817,27
1189141,647224,27
1476118,675462,27
1697986,522992,27
1615925,1097201,27
699406,313473,27
1006468,85552,27
636653,597854,27
1315366,807310,27
1442842,546264,27
55522,756639,27
596167,128466,27
105647,885402,27
503759,1354481,27
980540,655964,27
301850,1358521,27
1683733,1694112,27
1504142,81116,27
303658,852618,27
538110,375728,27
980079,1652740,27
352847,1696257,27
1121653,693075,27
6165,925896,27
379208,822142,27
1604699,263752,27
165365,1475709,27
1028480,1047639,27
502894,18625,27
1555425,239920,27
714676,1107073,27
893899,1607399,27
309155,769248,27
842243,1650660,27
801012,911982,27
541727,560882,27
410408,1337535,27
155678,379042,27
1100091,344413,27
27300,1383782,27
1656002,501672,27
4727,1175360,27
809994,264089,27
740552,437988,27
72503,830388,27
459610,1382691,27
1602333,275219,27
563020,1636328,27
1213961,584129,27
247366,1285177,27
419810,404483,27
1469682,973142,27
274078,946424,27
1433798,811524,27
828137,1710541,27
303658,1699134,27
346638,23682,27
662672,1391974,27
355864,1132998,27
286108,1662904,27
1352948,1026471,27
417116,1395981,27
908286,523704,27
1155563,1194420,27
121097,358817,27
62923,906063,27
1132069,1383782,27
1354775,749205,27
735941,720220,27
505611,864081,27
1175748,1161889,27
516769,489922,27
401192,1140246,27
1224077,128466,27
1345577,146517,27
40346,1588038,27
500581,573135,27
1332152,1489132,27
1679900,249817,27
1693590,429440,27
738046,525714,27
1153164,148706,27
1088139,1592067,27
1153686,1635873,27
405059,1687717,27
915523,307012,27
238118,290908,27
437254,1117589,27
1208062,1301809,27
1140510,1181957,27
1538734,886421,27
1239936,1181785,27
1663629,1636810,27
1534426,1219569,27
409507,1642234,27
1317452,391727,27
261399,774432,27
604388,354101,27
647373,1031620,27
294140,570949,27
1164759,1376262,27
1685843,842243,27
389639,96438,27
593628,825206,27
539831,1114294,27
1653642,1142664,27
442530,1093647,27
51980,1486879,27
1689921,1001220,27
646020,1214689,27
1155653,261399,27
1656784,617001,27
931455,866199,27
1366547,22349,27
1418103,560882,27
1504426,1171121,27
1406856,513291,27
45712,407118,27
537595,911982,27
660696,621564,27
679579,10616,27
160903,1449304,27
922120,1017715,27
646332,396777,27
412150,680690,27
129771,390001,27
113131,1124074,27
459319,1535047,27
897683,899486,27
1154876,1044908,27
1192223,887828,27
795526,1662087,27
1679053,329493,27
446094,66442,27
441106,928862,27
1150127,163103,27
345523,929191,27
70223,191855,27
1604994,537839,27
593631,51980,27
1074836,1445363,27
1427530,576357,27
726981,1538033,27
1169909,1194519,27
1623868,899890,27
34837,1689921,27
1194710,1482472,27
718695,149954,27
1405583,947591,27
630297,35302,27
1335028,1209791,27
1353788,1460182,27
1663563,1246759,27
535226,680470,27
1218390,851464,27
1297648,1072944,27
429118,767,27
257414,1688956,27
571075,1557709,27
918162,1016238,27
817536,957565,27
1524872,996580,27
1175062,1175083,27
1314852,188442,27
1552658,66442,27
870740,278845,27
436134,615642,27
425812,1263058,27
510118,1181376,27
1371297,347696,27
253340,1510221,27
648919,525309,27
359296,1333038,27
747026,968261,27
758022,900019,27
1094934,528045,27
1390025,244027,27
1635196,1161889,27
1171121,913466,27
68033,1652740,27
756444,1325923,27
410970,898467,27
22793,1630228,27
1134545,50951,27
1356544,285077,27
1443123,679579,27
1511249,111880,27
236516,1109434,27
1306503,1338689,27
715051,275866,27
1263182,472247,27
649717,1222356,27
98379,568325,27
363464,196244,27
853663,728677,27
1656002,1416301,27
915520,1210541,27
587953,592035,27
1446190,1619442,27
851990,1457099,27
1251664,1702678,27
587953,362917,27
704311,804905,27
946385,1335555,27
802140,1455425,27
1097540,1199347,27
502779,822142,27
1392411,1612349,27
1077566,1077234,27
769449,790037,27
1634027,1141030,27
795175,226729,27
1570172,1620870,27
377897,611336,27
1274258,668327,27
311111,488235,27
737335,976425,26
516491,66442,26
1697562,230452,26
965156,1578725,26
480236,1612537,26
924142,507408,26
524820,309867,26
1160777,1661717,26
1277859,957580,26
1347520,1586070,26
1224622,224762,26
383103,1455854,26
1398467,195254,26
1260739,900944,26
180450,839263,26
922269,1197658,26
564324,344413,26
1160525,1153983,26
1532311,1274183,26
1007669,574518,26
1599173,477639,26
494007,494011,26
1398467,876459,26
1139781,1073502,26
788747,958911,26
1483164,819453,26
1648012,1575243,26
331047,702457,26
803680,1154176,26
621779,1622323,26
1566928,36692,26
424076,597769,26
5135,1501246,26
591149,204693,26
1361331,1379256,26
1652931,1320902,26
20898,1006524,26
722665,27680,26
1697982,505611,26
882088,501383,26
239507,593407,26
1290415,1523282,26
810750,679347,26
1398756,1286194,26
899486,227548,26
1415644,1045999,26
635896,1354775,26
518168,535226,26
492335,485973,26
1534578,1295668,26
588356,528943,26
919673,390372,26
586652,102589,26
497200,66480,26
1209205,1209137,26
1522096,181588,26
298228,837961,26
45712,129172,26
113131,1389370,26
293179,531696,26
551506,472247,26
566280,1094022,26
261121,1574249,26
283916,1062508,26
633752,1090778,26
586279,662672,26
899128,140864,26
128480,62235,26
308624,526211,26
1522914,315322,26
207707,528783,26
711628,717014,26
545811,143463,26
678162,903059,26
497287,829253,26
648083,1697627,26
1318620,245101,26
634547,1536687,26
1497983,614294,26
897610,318189,26
1324815,1273500,26
992367,522607,26
881979,305879,26
928259,537839,26
188002,545279,26
537796,834526,26
1536786,932392,26
370784,458701,26
717046,761777,26
1444380,1089189,26
276919,1092464,26
414103,223192,26
1249902,385668,26
608901,337684,26
786387,1043843,26
1111262,251238,26
246864,1557263,26
509430,1298168,26
519831,1314590,26
1020243,879661,26
574518,709993,26
68858,1702811,26
587668,379250,26
1240133,1644979,26
771099,1073044,26
767671,420653,26
465906,287543,26
217161,322687,26
11714,431463,26
1694939,853683,26
1205796,1135568,26
838946,622021,26
355604,371353,26
1696254,885086,26
1700592,911396,26
705354,405962,26
1080177,1339266,26
743828,215961,26
712439,1372660,26
592490,1117917,26
497062,1309234,26
485443,1140246,26
1438292,303909,26
1365865,60914,26
717000,1597851,26
586652,680470,26
1162331,1652644,26
1244136,1572897,26
1141684,1382576,26
1374627,1336929,26
563666,44044,26
127926,1128227,26
901235,500074,26
1017185,1041046,26
256995,491343,26
30559,1365751,26
1394651,841582,26
898284,886061,26
168814,859817,26
218997,1089286,26
1691718,1121927,26
308147,405521,26
800357,800733,26
218173,1356352,26
1014884,484380,26
518365,1660818,26
771099,1653712,26
1170841,1263311,26
480236,400290,26
1421261,1172255,26
445522,1402449,26
73109,344413,26
330129,20455,26
1290955,1495863,26
692598,1323686,26
1612232,753648,26
1288076,1120362,26
839686,584817,26
1369829,1689918,26
1326454,1175062,26
208161,719307,26
255486,876590,26
973555,1405551,26
245725,806378,26
314369,1073044,26
1405120,345847,26
1079536,401226,26
1180416,185150,26
603034,322215,26
301450,745510,26
1319151,412855,26
190711,407280,26
863446,128480,26
634153,30559,26
204746,344413,26
587953,638567,26
1125066,1396214,26
927512,657742,26
1189525,173903,26
1253972,80962,26
381293,276709,26
515442,51980,26
1367042,1114369,26
1218479,1605066,26
1072407,146479,26
1313978,46419,26
324622,410290,26
234102,397887,26
1297287,425411,26
224562,1415762,26
744235,1320972,26
1114233,429219,26
680532,732777,26
1007004,1676704,26
506087,722882,26
701625,370707,26
1396176,534062,26
1300136,1581083,26
1497060,578328,26
251132,923924,26
509925,841088,26
1645421,1396611,26
216436,415026,26
442941,1705968,26
432063,428495,26
1149348,478432,26
1167679,848726,26
879661,1026920,26
1501715,129471,26
79902,902588,26
1370393,1657688,26
1623624,646020,26
879288,465589,26
27073,774734,26
1473846,1704172,26
1044765,1325068,26
1611789,379442,26
355081,567357,26
80563,961120,25
544421,281753,25
1446423,1591842,25
1061130,1267563,25
505902,703996,25
625322,442941,25
876211,10798,25
1391017,1027025,25
677902,147477,25
1274806,821724,25
237932,904810,25
416955,791000,25
1171835,1645912,25
1394727,608332,25
1571835,293021,25
112723,95304,25
903059,611768,25
1692703,647373,25
1091142,653601,25
351881,345317,25
829596,632107,25
1480944,1482472,25
428824,1292903,25
705354,1641036,25
166138,81305,25
330129,1625790,25
1307622,1299897,25
1358797,1660934,25
1300125,524554,25
152269,796672,25
234102,1195255,25
626123,1162622,25
1664230,467576,25
374864,1702678,25
1546096,728313,25
772468,1487136,25
722495,1344064,25
1125839,1627682,25
1488092,454627,25
1342805,1075930,25
1160992,24613,25
1487382,534778,25
1262474,200611,25
649974,1175471,25
705354,322152,25
679579,482675,25
1208107,807257,25
1344404,965156,25
944368,337625,25
633927,1645432,25
686705,889623,25
294972,650569,25
24523,1167199,25
562750,1091600,25
1550073,160002,25
1136565,618398,25
1472812,841088,25
454422,1495374,25
192156,1696546,25
247357,1107027,25
1530979,1502511,25
126311,429741,25
1116399,719641,25
634458,1104473,25
381201,1327911,25
563972,1612537,25
838150,36889,25
26636,126311,25
173556,1089286,25
182749,405962,25
408969,37521,25
1337764,680529,25
393212,1449331,25
918028,911396,25
1150127,196089,25
478930,532268,25
584200,1154509,25
719627,662407,25
567238,932268,25
400736,153145,25
690368,1043244,25
13114,908700,25
596299,466007,25
353330,1495374,25
431232,1665424,25
1090070,1174137,25
875680,59404,25
573390,360227,25
293021,972220,25
197746,1067384,25
418170,241228,25
1354752,759113,25
16000,1376262,25
112811,1654148,25
57968,644979,25
1677870,803450,25
984613,886061,25
552473,73999,25
1362070,532607,25
459319,512787,25
852915,1433340,25
980079,1100902,25
236548,709064,25
1436464,1339320,25
153242,819497,25
858833,887405,25
393499,1627778,25
1284564,759485,25
13815,1603624,25
1195316,1621619,25
319908,866617,25
1563146,1469079,25
1433042,479248,25
1237389,1155397,25
805679,447520,25
1154509,1668203,25
593628,543074,25
212125,742791,25
1533767,1143541,25
64419,259897,25
981884,394529,25
1419351,1028526,25
70061,634547,25
1046070,815803,25
1420893,1097201,25
1708540,355485,25
1381575,1587080,25
1489313,153281,25
1362562,1632764,25
589996,800357,25
72076,585149,25
319316,125397,25
371560,531677,25
504006,679579,25
394529,592284,25
543613,1441961,25
536435,837281,25
302373,536933,25
1226785,376901,25
966325,318044,25
494704,1485670,25
1636668,1351627,25
751398,1536687,25
761664,1629949,25
1591533,1143914,25
1361300,1699965,25
838946,561891,25
702620,947613,25
442136,1415106,25
946385,410290,25
1034796,828607,25
942078,944018,25
857034,1366547,25
1679798,1708361,25
1406569,1282648,25
1023800,379862,25
708933,234102,25
1323219,1395469,25
934541,325070,25
22703,1133389,25
483525,568559,25
306919,101414,25
720861,1583509,25
147464,817914,25
1282507,614706,25
709727,585323,25
694274,870501,25
1534109,276385,25
299976,392741,25
444424,155516,25
1157543,1675100,25
7682,38525,25
101651,471958,25
418403,759170,25
12405,793819,25
1324747,1606771,25
185025,927704,25
186358,142839,25
45027,816557,25
181588,160059,25
1696844,159257,25
732894,545439,25
805745,277815,25
212125,239175,25
520459,602681,25
1182307,924372,25
357461,1318380,25
1187900,1080180,25
541348,468476,25
210628,942986,25
1015289,175976,25
458521,822173,25
847570,539545,25
1062489,1636328,25
586652,912755,25
444936,1552886,25
1170913,1581110,25
1122837,1307654,25
506924,934018,25
41498,1324815,25
393865,1435384,25
137794,841241,25
844350,921217,25
1619929,348131,25
1080177,1478940,25
791357,815835,25
127947,1487992,25
590172,651579,25
1657478,422102,25
1694073,1246759,25
362162,246864,25
751460,433714,25
686282,228271,25
606774,801087,25
1459808,1079783,25
1017185,253796,25
1683839,431371,25
677981,1291077,25
535511,275155,25
502964,867485,25
1490962,1510221,25
179863,1072407,25
101659,330621,25
1617131,1357789,25
1167996,238928,25
1362884,1189839,25
1390198,1710733,25
653471,1324650,25
1581783,650981,25
1139547,491796,25
582233,23242,25
1232837,422046,25
45389,960163,25
322768,92004,25
1184315,1701987,25
494704,1299100,25
413074,973188,25
1663565,972305,25
59136,804905,25
1081837,364165,25
299149,885426,25
43063,813100,25
226042,251407,25
810750,1572843,25
1443123,296925,25
743173,908515,25
1643536,1402449,25
574518,759662,25
1704673,1618301,25
709925,1489315,25
1663236,906333,25
877305,483899,25
1097416,1272607,25
915520,453340,25
605639,617001,25
60900,663100,25
1290466,1138111,25
894700,1224077,25
262488,1557709,25
1104539,105091,25
380910,647938,25
113243,606303,25
595731,547565,25
933769,641007,25
1065198,1030133,25
1654317,755136,25
679579,1313474,25
216673,1271899,25
1443231,481252,25
462898,875311,25
1590832,1427530,25
867889,628203,25
79160,1584350,25
280235,1456556,25
1208574,175878,25
1359,1412785,25
485562,109476,25
1591842,1336795,25
472004,231311,25
709064,254049,25
1564210,1438875,25
1463802,549729,25
23307,348021,25
1159962,1008893,25
377718,1536687,25
894144,1213042,25
489922,287467,25
1342317,391868,25
754277,607241,25
1372084,1209791,25
309594,124269,25
733865,1141030,25
1517153,346038,24
169643,1122782,24
132155,110423,24
1296972,1398756,24
770657,1536236,24
304248,535819,24
765381,943575,24
1217548,291114,24
352572,124475,24
885974,1001918,24
1496729,800210,24
1457788,1354642,24
642964,680926,24
1143056,356031,24
1663565,1044765,24
70623,81409,24
1474743,1598364,24
192210,931212,24
72503,772702,24
479634,1062197,24
767925,1352282,24
941866,591683,24
1031512,351881,24
564543,1389370,24
912340,719397,24
802949,586652,24
1644656,1334606,24
1700369,753648,24
586824,30559,24
59117,769028,24
1312852,1456022,24
1486031,1620870,24
980079,1411903,24
1176261,32001,24
893437,1142572,24
519722,1529618,24
392152,1099523,24
816350,1183850,24
1483865,734136,24
1637027,398527,24
473903,293952,24
382522,80796,24
970663,1334881,24
516491,1455425,24
1620670,1153686,24
1274440,1642367,24
518168,578328,24
1646461,759715,24
1545501,1484398,24
990265,49806,24
1395112,1007996,24
143480,578364,24
1024959,1485670,24
282107,634458,24
595918,54210,24
1081378,1365842,24
49597,796949,24
1540482,896788,24
949780,1299778,24
1246490,905736,24
77757,522311,24
892685,344413,24
279802,368616,24
1646461,804238,24
1337214,377708,24
1028112,338485,24
889134,1507649,24
680532,1134255,24
210108,774734,24
1104146,1709051,24
212125,1027542,24
1337246,1538033,24
124018,795174,24
1329783,274505,24
1415650,472833,24
1622323,334347,24
939301,472866,24
831083,1069191,24
1149561,548924,24
90015,1702515,24
1388037,1072565,24
334987,401078,24
1016630,565897,24
15055,1690915,24
1317170,458674,24
1295841,1557263,24
1069191,125533,24
1116448,51451,24
1207342,456489,24
1442219,634547,24
431305,190441,24
1517865,921675,24
872104,1637207,24
293021,1587715,24
550786,754921,24
1661864,166745,24
1202418,1215407,24
617001,1636810,24
365739,30559,24
718869,731006,24
456112,862451,24
1205616,1222383,24
70580,644000,24
1106305,780350,24
521594,276846,24
945,1629773,24
1630564,1143154,24
295128,910903,24
1498827,1287559,24
1217543,363751,24
1155463,746919,24
247722,648897,24
369853,1708361,24
49597,362539,24
251238,1545667,24
1041476,500365,24
536435,463357,24
741129,1510221,24
355604,805411,24
644979,523615,24
675376,267162,24
1112579,502894,24
1585199,314496,24
1660780,1404410,24
1164413,795044,24
1176755,1274806,24
360229,1353788,24
56388,253796,24
609442,1578433,24
909683,800397,24
1415435,128612,24
839768,1332304,24
740552,1186896,24
186897,348512,24
878699,878701,24
558438,811246,24
323781,981892,24
365958,1124070,24
835912,1333038,24
80432,853479,24
703681,15783,24
907793,45901,24
767381,1159962,24
1250366,1337482,24
444496,966586,24
143779,558070,24
1528221,487452,24
1457712,1565685,24
842106,1711810,24
462814,221131,24
1346660,550082,24
1404656,978135,24
590422,366191,24
1664404,69526,24
741129,161787,24
1395553,370784,24
1296795,317411,24
1052915,1558986,24
1455854,39609,24
632978,117756,24
41116,1510188,24
762714,1125854,24
1414290,394305,24
513870,842243,24
157660,1604455,24
1325391,897568,24
1324485,1426256,24
62716,353184,24
500647,675871,24
451168,469673,24
584027,1031765,24
106881,1530979,24
394205,1053472,24
365958,719307,24
661220,221131,24
1104146,827487,24
667013,1486734,24
942138,1203759,24
1432583,727485,24
876459,155984,24
45784,487185,24
1314852,1555032,24
170188,117783,24
800435,465138,24
922013,697485,24
536143,900944,24
796949,362539,24
278373,1501246,24
131805,429557,24
862113,309348,24
369398,160053,24
1139800,1470890,24
57213,697822,24
1627488,79912,24
35781,127481,24
1340935,1328611,24
277134,1697005,24
401577,690490,24
1218512,196061,24
201486,26615,24
317237,1292874,24
809416,429382,24
674418,1502562,24
507430,1312867,24
62930,1430265,24
1697188,652174,24
1144612,1381807,24
1702621,715395,24
1341383,966586,24
1041020,222562,24
207582,504006,24
1272014,46325,24
1032,1325149,24
32369,1100984,24
909049,51980,24
337931,1436350,24
914037,1194700,24
1277859,27073,24
608016,120881,24
1402361,1154100,24
1181376,1468050,24
178234,221827,24
1683931,1178804,24
1088541,445346,24
942997,561862,24
971324,833032,24
1155792,733506,24
1121131,1543208,24
1181343,994076,24
1667364,421056,24
823667,1358825,24
186526,841488,24
1026691,255733,24
959983,140864,24
348753,444969,24
1453371,1329279,24
308071,1207571,24
1351855,1355054,24
266880,664984,24
1183850,1322792,24
301450,1631742,24
913940,1691285,24
1258701,790037,24
1024067,111986,24
842101,987467,24
636584,1120216,24
733451,261571,24
125987,779043,24
866994,1299048,24
1365534,1313157,24
1577648,1246759,24
838946,632989,24
425659,344413,24
574518,118606,24
752924,562330,24
1214054,403500,24
693131,805380,24
95791,1699428,24
421651,1622707,24
187263,1004948,24
324627,500847,24
1609514,786983,24
46532,394509,24
1682166,1144008,24
667903,482607,24
246265,1214823,24
441106,421651,24
1696526,509381,24
1135771,956691,24
893437,1426923,24
1688566,1582023,24
380910,1208062,24
972420,841177,24
682263,1132830,24
32001,1366547,24
1180810,1195765,24
727167,1105635,24
416806,159232,24
1482806,1556348,24
32894,1250001,24
722322,1053472,24
960120,825150,24
1325952,803388,24
1482886,620814,24
627973,1070435,24
679570,557810,24
1450202,582329,24
526844,1396832,24
934018,621394,24
1357447,392383,24
295240,164391,24
273058,232578,24
966580,407118,24
1643351,1531044,24
262318,1510093,24
325849,1668608,24
1285127,1090883,24
972305,1325985,24
231433,231607,24
129172,407118,24
1554904,532138,24
881229,759170,24
298228,1055502,24
261428,98606,24
1315325,1678453,24
953448,456481,24
862568,923753,24
550487,180801,24
1027028,816350,24
329476,1123210,24
1661826,497302,24
1203759,785975,24
690811,994138,24
1582345,307885,24
604504,770872,24
1612660,761719,24
1272014,463356,24
71303,145924,24
1526884,157765,24
839768,1645811,24
1490085,1118329,24
746922,539831,24
390179,118610,24
1178297,583314,24
157741,1026920,24
1380056,1089409,24
1612068,357725,24
1572843,207707,24
527308,1103038,24
1180709,1453966,24
315354,772618,24
8311,1192870,24
667557,1709977,23
376612,1297252,23
268326,1403521,23
809595,1100671,23
802879,167352,23
1030048,1711452,23
15310,33050,23
274804,509191,23
1346254,1205737,23
497924,957796,23
121463,1333038,23
1571835,972220,23
303427,450565,23
1518368,436249,23
1587715,972220,23
1036955,363606,23
1708697,1438620,23
950692,1317501,23
1374778,793817,23
561862,1422134,23
152272,90979,23
757128,971392,23
1499295,774991,23
1074844,1194519,23
561278,638750,23
337721,306919,23
322017,489922,23
983387,1158271,23
1350541,1402353,23
357725,1123285,23
660036,993868,23
816350,890288,23
295752,1337854,23
1348585,582423,23
57469,76228,23
587732,288603,23
1560632,1481026,23
1044049,477639,23
458412,337068,23
1490780,310754,23
515463,100445,23
836028,1046060,23
133652,849311,23
401192,919543,23
1255643,1422488,23
226042,737375,23
1270932,539166,23
1059171,1277193,23
721635,80953,23
1486139,143463,23
1594549,620594,23
1122075,35008,23
218254,1565974,23
238082,1499990,23
436262,1504673,23
363962,1106549,23
186088,1054898,23
1348585,1042564,23
1397702,536933,23
1090200,1355907,23
265133,841140,23
961592,870598,23
787082,473628,23
1361331,715868,23
209314,648919,23
1420801,1402353,23
1592905,465589,23
487503,157551,23
643840,1679259,23
834923,502936,23
429382,1117589,23
98767,1369271,23
727167,319943,23
517555,1342668,23
770952,315777,23
1095948,166745,23
562552,794803,23
782890,488235,23
1449228,667557,23
1521801,1196338,23
513870,309867,23
1152140,693351,23
1189934,61018,23
1265791,207866,23
1223643,51204,23
390503,726602,23
701411,73684,23
1324121,1183850,23
1062114,1369704,23
849518,1466808,23
1696505,1635873,23
1422737,1015289,23
722967,508924,23
896790,794177,23
1585054,301840,23
1313687,113890,23
907051,1090051,23
559642,1311052,23
1633661,1440807,23
317927,774931,23
885804,666925,23
1439917,786654,23
781806,1279292,23
1261139,934541,23
1474204,486150,23
1619929,701220,23
1536786,465138,23
274023,1166864,23
1571835,1587715,23
546499,1330898,23
647373,519078,23
1613907,678020,23
1708169,838595,23
1134329,733437,23
555540,1188119,23
1419281,420283,23
157765,1154980,23
1306208,934709,23
266880,1524264,23
215649,641134,23
1580496,598481,23
1233090,1659901,23
675462,716559,23
839553,1612232,23
1135660,36692,23
1192229,98767,23
348762,726286,23
1671510,575293,23
157094,1606771,23
1584319,1295668,23
934741,1552062,23
1192229,1369271,23
149276,274505,23
461934,863152,23
1529999,1162250,23
586279,1391974,23
1296749,1564398,23
1712263,1555446,23
401134,33050,23
1467257,1644432,23
431229,1291002,23
76219,417811,23
1427530,750418,23
566220,1545513,23
826649,680470,23
1635725,1300892,23
657270,1219852,23
740123,630297,23
1193374,889623,23
1207767,1170913,23
474071,412771,23
510118,1468050,23
877000,275219,23
1189930,1537567,23
321405,73087,23
972305,1325068,23
1176261,22349,23
785366,25078,23
232815,1224771,23
1546621,1132069,23
561862,418653,23
1139538,1285213,23
762072,318467,23
1321971,1191651,23
1265306,234102,23
4472,759170,23
1340290,1684096,23
1381825,1695321,23
1690637,690615,23
740552,1595215,23
1341024,67219,23
482607,592985,23
662569,234102,23
667013,128041,23
458128,508711,23
396100,1002632,23
287043,1665263,23
647373,1226547,23
424369,837331,23
1458033,833156,23
549019,1207571,23
516891,1565196,23
106881,1502511,23
246895,721635,23
1186394,129391,23
1622281,243342,23
1337238,22392,23
1489313,838659,23
293126,1399305,23
1386803,1398249,23
722322,996014,23
459319,137590,23
945,324627,23
689164,1449228,23
906886,231461,23
1458033,815734,23
474052,1496835,23
1588933,1214405,23
473903,1603373,23
1131545,191625,23
942517,369264,23
251132,390345,23
1369485,494950,23
1513885,1650660,23
333420,33050,23
614294,1304140,23
1352789,1214823,23
1544823,757551,23
394305,1008079,23
1189823,446602,23
1700369,353330,23
1708440,653159,23
853613,516559,23
1190053,63183,23
378279,623897,23
116036,1478331,23
410541,758558,23
276957,1059205,23
481140,265354,23
